"ID.x";"latitude";"longitude";"study";"site";"SiteBlock";"replicate";"treatment.direction";"treatment.level";"grouping.x";"treat.duration.y";"duration_rescale";"size.local";"size.gamma";"N.replicates";"delta.P.year";"delta.P1_rescale";"MAP_bioclim";"MAP_chelsa";"MAP_rescale";"PET_rescale";"PET_chelsa";"LRR_cum.abs_gamma"
"Miranda_2009b.csv";36.81666667;-2.25;"Miranda_2009";"Cabo_de_Gata";"Cabo_de_Gata - A";1;"decr.P";"2_2";"2006_2_2_Miranda_2009b;Cabo_de_Gata;P;decr.P;2_2;2006;2";0.5;-0.443261623808594;0.08;"0.4";5;-50;-0.747839312249394;226;225;-0.355407999193301;0.308114436246817;948.7858658;-0.0659579677917979
"Miranda_2009c.csv";37;-2.43;"Miranda_2009";"El_Cautivo";"El_Cautivo - A";1;"decr.P";"1_1";"2006_EM_Miranda_2009c;El_Cautivo;P;decr.P;1_1;2006;2";0.5;-0.443261623808594;0.08;"0.4";5;-25;-0.38758966959202;320;311;-0.244184428153921;0.437777832904913;1046.995209;-1.09861228866811
"Miranda_2009c.csv";37;-2.43;"Miranda_2009";"El_Cautivo";"El_Cautivo - A";1;"decr.P";"1_3";"2006_EW_Miranda_2009c;El_Cautivo;P;decr.P;1_3;2006;2";0.5;-0.443261623808594;0.08;"0.4";5;-25;-0.38758966959202;320;311;-0.244184428153921;0.437777832904913;1046.995209;0.334006144126019
"Miranda_2009c.csv";37;-2.43;"Miranda_2009";"El_Cautivo";"El_Cautivo - A";1;"decr.P";"1_2";"2006_EOT_Miranda_2009c;El_Cautivo;P;decr.P;1_2;2006;2";0.5;-0.443261623808594;0.08;"0.4";5;-25;-0.38758966959202;320;311;-0.244184428153921;0.437777832904913;1046.995209;-0.731298946524322
"Miranda_2009d.csv";37;-2.43;"Miranda_2009";"El_Cautivo";"El_Cautivo - A";2;"decr.P";"2_2";"2006_EOT_Miranda_2009d;El_Cautivo;P;decr.P;2_2;2006;2";0.5;-0.443261623808594;0.08;"0.4";5;-50;-0.747839312249394;320;311;-0.244184428153921;0.437777832904913;1046.995209;-0.693147180559946
"Miranda_2009d.csv";37;-2.43;"Miranda_2009";"El_Cautivo";"El_Cautivo - A";2;"decr.P";"2_1";"2006_EM_Miranda_2009d;El_Cautivo;P;decr.P;2_1;2006;2";0.5;-0.443261623808594;0.08;"0.4";5;-50;-0.747839312249394;320;311;-0.244184428153921;0.437777832904913;1046.995209;0.0392207131532807
"Miranda_2009e.csv";37.08333333;-2.35;"Miranda_2009";"Tabernas_PSA";"Tabernas_PSA - A";1;"decr.P";"1_1";"2006_1_1_Miranda_2009e;Tabernas_PSA;P;decr.P;1_1;2006;2";0.5;-0.443261623808594;0.08;"0.4";5;-25;-0.38758966959202;315;234;-0.343768323154296;0.429883406202518;1041.015831;-0.980829253011726
"Miranda_2009e.csv";37.08333333;-2.35;"Miranda_2009";"Tabernas_PSA";"Tabernas_PSA - A";3;"decr.P";"1_2";"2006_1_2_Miranda_2009e;Tabernas_PSA;P;decr.P;1_2;2006;2";0.5;-0.443261623808594;0.08;"0.4";5;-25;-0.38758966959202;315;234;-0.343768323154296;0.429883406202518;1041.015831;-0.114410351177744
"Miranda_2009e.csv";37.08333333;-2.35;"Miranda_2009";"Tabernas_PSA";"Tabernas_PSA - A";1;"decr.P";"1_3";"2006_1_3_Miranda_2009e;Tabernas_PSA;P;decr.P;1_3;2006;2";0.5;-0.443261623808594;0.08;"0.4";5;-25;-0.38758966959202;315;234;-0.343768323154296;0.429883406202518;1041.015831;0.125952408977614
"Miranda_2009f.csv";37.08333333;-2.35;"Miranda_2009";"Tabernas_PSA";"Tabernas_PSA - A";1;"decr.P";"2_1";"2006_2_1_Miranda_2009f;Tabernas_PSA;P;decr.P;2_1;2006;2";0.5;-0.443261623808594;0.08;"0.4";5;-50;-0.747839312249394;315;234;-0.343768323154296;0.429883406202518;1041.015831;-1.06784063000136
