"ID.x";"latitude";"longitude";"study";"site";"SiteBlock";"replicate";"treatment.direction";"treatment.level";"grouping.x";"treat.duration.y";"duration_rescale";"size.local";"size.gamma";"N.replicates";"delta.P.year";"delta.P1_rescale";"MAP_chelsa";"MAP_rescale";"PET_rescale";"PET_chelsa";"LRR_cum.abs"
"Gilgen_2009a.csv";47.21027778;8.14389;"Gilgen_2009";"Chamau";"Chamau - A";5;"decr.P";"1";"2007_2_Gilgen_2009a;Chamau;P;decr.P;1;2007;2";2;-0.349380378386437;0.2;"1";5;33;0.448189501373088;1522;1.32199864776108;0.0573219485819834;758.831213;0.0334794698224181
"Gilgen_2009b.csv";47.11583333;8.13778;"Gilgen_2009";"Fruebuel";"Fruebuel - A";1;"decr.P";"1";"2007_2_Gilgen_2009b;Fruebuel;P;decr.P;1;2007;2";2;-0.349380378386437;0.2;"1.2";6;36;0.491419458491973;1574;1.38925010931977;0.0729947513484234;770.7020702;-0.387337723515607
"Gilgen_2009b.csv";47.11583333;8.13778;"Gilgen_2009";"Fruebuel";"Fruebuel - A";2;"decr.P";"1";"2007_2_Gilgen_2009b;Fruebuel;P;decr.P;1;2007;2";2;-0.349380378386437;0.2;"1.2";6;36;0.491419458491973;1574;1.38925010931977;0.0729947513484234;770.7020702;-0.0540300461344891
"Gilgen_2009b.csv";47.11583333;8.13778;"Gilgen_2009";"Fruebuel";"Fruebuel - A";3;"decr.P";"1";"2007_2_Gilgen_2009b;Fruebuel;P;decr.P;1;2007;2";2;-0.349380378386437;0.2;"1.2";6;36;0.491419458491973;1574;1.38925010931977;0.0729947513484234;770.7020702;0.33623638447321
"Gilgen_2009b.csv";47.11583333;8.13778;"Gilgen_2009";"Fruebuel";"Fruebuel - A";4;"decr.P";"1";"2007_2_Gilgen_2009b;Fruebuel;P;decr.P;1;2007;2";2;-0.349380378386437;0.2;"1.2";6;36;0.491419458491973;1574;1.38925010931977;0.0729947513484234;770.7020702;-0.203806054131699
"Gilgen_2009b.csv";47.11583333;8.13778;"Gilgen_2009";"Fruebuel";"Fruebuel - A";5;"decr.P";"1";"2007_2_Gilgen_2009b;Fruebuel;P;decr.P;1;2007;2";2;-0.349380378386437;0.2;"1.2";6;36;0.491419458491973;1574;1.38925010931977;0.0729947513484234;770.7020702;0.0290296146751139
"Grime_2008a.csv";53.23333333;-1.9;"Grime_2008";"Buxton";"Buxton - A";1;"decr.P";"1";"2009_Grime_2008a;Buxton;P;decr.P;1;2009;2";16;0.52684457888703;2.5;"12.5";5;-11;-0.185849869703891;1001;0.648190734836457;-0.163801484427418;591.3484254;-0.235964239743271
"Grime_2008a.csv";53.23333333;-1.9;"Grime_2008";"Buxton";"Buxton - B";2;"decr.P";"1";"2009_Grime_2008a;Buxton;P;decr.P;1;2009;2";16;0.52684457888703;2.5;"12.5";5;-11;-0.185849869703891;1001;0.648190734836457;-0.163801484427418;591.3484254;0.0711762784678944
"Grime_2008a.csv";53.23333333;-1.9;"Grime_2008";"Buxton";"Buxton - C";3;"decr.P";"1";"2009_Grime_2008a;Buxton;P;decr.P;1;2009;2";16;0.52684457888703;2.5;"12.5";5;-11;-0.185849869703891;1001;0.648190734836457;-0.163801484427418;591.3484254;-0.461818044659296
"Grime_2008a.csv";53.23333333;-1.9;"Grime_2008";"Buxton";"Buxton - D";4;"decr.P";"1";"2009_Grime_2008a;Buxton;P;decr.P;1;2009;2";16;0.52684457888703;2.5;"12.5";5;-11;-0.185849869703891;1001;0.648190734836457;-0.163801484427418;591.3484254;-0.125688215163497
"Grime_2008a.csv";53.23333333;-1.9;"Grime_2008";"Buxton";"Buxton - E";5;"decr.P";"1";"2009_Grime_2008a;Buxton;P;decr.P;1;2009;2";16;0.52684457888703;2.5;"12.5";5;-11;-0.185849869703891;1001;0.648190734836457;-0.163801484427418;591.3484254;-0.883665504558078
"Grime_2008b.csv";53.23333333;-1.9;"Grime_2008";"Buxton";"Buxton - A";1;"incr.P";"2";"2009_Grime_2008b;Buxton;P;incr.P;2;2009;2";16;0.52684457888703;2.5;"12.5";5;7;0.0735298730094186;1001;0.648190734836457;-0.163801484427418;591.3484254;-0.107485914970139
"Grime_2008b.csv";53.23333333;-1.9;"Grime_2008";"Buxton";"Buxton - B";2;"incr.P";"2";"2009_Grime_2008b;Buxton;P;incr.P;2;2009;2";16;0.52684457888703;2.5;"12.5";5;7;0.0735298730094186;1001;0.648190734836457;-0.163801484427418;591.3484254;0.0557913596284152
"Grime_2008b.csv";53.23333333;-1.9;"Grime_2008";"Buxton";"Buxton - C";3;"incr.P";"2";"2009_Grime_2008b;Buxton;P;incr.P;2;2009;2";16;0.52684457888703;2.5;"12.5";5;7;0.0735298730094186;1001;0.648190734836457;-0.163801484427418;591.3484254;0.0852975805118952
"Grime_2008b.csv";53.23333333;-1.9;"Grime_2008";"Buxton";"Buxton - D";4;"incr.P";"2";"2009_Grime_2008b;Buxton;P;incr.P;2;2009;2";16;0.52684457888703;2.5;"12.5";5;7;0.0735298730094186;1001;0.648190734836457;-0.163801484427418;591.3484254;0.249563114348171
"Grime_2008b.csv";53.23333333;-1.9;"Grime_2008";"Buxton";"Buxton - E";5;"incr.P";"2";"2009_Grime_2008b;Buxton;P;incr.P;2;2009;2";16;0.52684457888703;2.5;"12.5";5;7;0.0735298730094186;1001;0.648190734836457;-0.163801484427418;591.3484254;-0.160120846813761
"Hallett_2017a.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - B";1;"decr.P";"1";"2015_3.1_Hallet_2017a;SFREC;P;decr.P;1;2015;2";2;-0.349380378386437;0.25;"2";8;-45;-0.67578938371792;1034;0.690869546979475;0.834311207957659;1347.33658;-0.410742165209008
"Hallett_2017a.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - B";2;"decr.P";"1";"2015_3.1_Hallet_2017a;SFREC;P;decr.P;1;2015;2";2;-0.349380378386437;0.25;"2";8;-45;-0.67578938371792;1034;0.690869546979475;0.834311207957659;1347.33658;-0.319770387003281
"Hallett_2017a.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - C";1;"decr.P";"1";"2015_3.1_Hallet_2017a;SFREC;P;decr.P;1;2015;2";2;-0.349380378386437;0.25;"2";8;-45;-0.67578938371792;1034;0.690869546979475;0.834311207957659;1347.33658;0.123613955967176
"Hallett_2017a.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - C";2;"decr.P";"1";"2015_3.1_Hallet_2017a;SFREC;P;decr.P;1;2015;2";2;-0.349380378386437;0.25;"2";8;-45;-0.67578938371792;1034;0.690869546979475;0.834311207957659;1347.33658;-0.0132452267500209
"Hallett_2017a.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - F";1;"decr.P";"1";"2015_3.1_Hallet_2017a;SFREC;P;decr.P;1;2015;2";2;-0.349380378386437;0.25;"2";8;-45;-0.67578938371792;1034;0.690869546979475;0.834311207957659;1347.33658;0.345501643340607
"Hallett_2017a.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - F";2;"decr.P";"1";"2015_3.1_Hallet_2017a;SFREC;P;decr.P;1;2015;2";2;-0.349380378386437;0.25;"2";8;-45;-0.67578938371792;1034;0.690869546979475;0.834311207957659;1347.33658;0.400160055878471
"Hallett_2017a.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - G";1;"decr.P";"1";"2015_3.1_Hallet_2017a;SFREC;P;decr.P;1;2015;2";2;-0.349380378386437;0.25;"2";8;-45;-0.67578938371792;1034;0.690869546979475;0.834311207957659;1347.33658;-0.0652405218684011
"Hallett_2017a.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - G";2;"decr.P";"1";"2015_3.1_Hallet_2017a;SFREC;P;decr.P;1;2015;2";2;-0.349380378386437;0.25;"2";8;-45;-0.67578938371792;1034;0.690869546979475;0.834311207957659;1347.33658;-0.305381649551181
"Hallett_2017a.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - E";2;"decr.P";"1";"2015_3_Hallet_2017a;SFREC;P;decr.P;1;2015;2";2;-0.349380378386437;0.25;"2";8;-45;-0.67578938371792;1034;0.690869546979475;0.834311207957659;1347.33658;-0.300104592450339
"Hallett_2017a.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - H";1;"decr.P";"1";"2015_3_Hallet_2017a;SFREC;P;decr.P;1;2015;2";2;-0.349380378386437;0.25;"2";8;-45;-0.67578938371792;1034;0.690869546979475;0.834311207957659;1347.33658;-0.693147180559945
"Hallett_2017a.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - H";2;"decr.P";"1";"2015_3_Hallet_2017a;SFREC;P;decr.P;1;2015;2";2;-0.349380378386437;0.25;"2";8;-45;-0.67578938371792;1034;0.690869546979475;0.834311207957659;1347.33658;-0.327212911208416
"Hallett_2017a.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - D";2;"decr.P";"1";"2015_3_Hallet_2017a;SFREC;P;decr.P;1;2015;2";2;-0.349380378386437;0.25;"2";8;-45;-0.67578938371792;1034;0.690869546979475;0.834311207957659;1347.33658;-0.668454567969573
"Hallett_2017a.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - A";1;"decr.P";"1";"2015_3_Hallet_2017a;SFREC;P;decr.P;1;2015;2";2;-0.349380378386437;0.25;"2";8;-45;-0.67578938371792;1034;0.690869546979475;0.834311207957659;1347.33658;-0.232331977368617
"Hallett_2017a.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - A";2;"decr.P";"1";"2015_3_Hallet_2017a;SFREC;P;decr.P;1;2015;2";2;-0.349380378386437;0.25;"2";8;-45;-0.67578938371792;1034;0.690869546979475;0.834311207957659;1347.33658;-1.14862270924277
"Hallett_2017a.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - D";1;"decr.P";"1";"2015_3_Hallet_2017a;SFREC;P;decr.P;1;2015;2";2;-0.349380378386437;0.25;"2";8;-45;-0.67578938371792;1034;0.690869546979475;0.834311207957659;1347.33658;-0.980829253011726
"Hallett_2017a.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - E";1;"decr.P";"1";"2015_3_Hallet_2017a;SFREC;P;decr.P;1;2015;2";2;-0.349380378386437;0.25;"2";8;-45;-0.67578938371792;1034;0.690869546979475;0.834311207957659;1347.33658;-0.131769277631124
"Hallett_2017b.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - C";2;"incr.P";"2";"2015_3.1_Hallet_2017b;SFREC;P;incr.P;2;2015;2";2;-0.349380378386437;0.25;"2";8;23;0.304089644310138;1034;0.690869546979475;0.834311207957659;1347.33658;0.243977638217052
"Hallett_2017b.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - F";2;"incr.P";"2";"2015_3.1_Hallet_2017b;SFREC;P;incr.P;2;2015;2";2;-0.349380378386437;0.25;"2";8;23;0.304089644310138;1034;0.690869546979475;0.834311207957659;1347.33658;-0.154150679827258
"Hallett_2017b.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - G";1;"incr.P";"2";"2015_3.1_Hallet_2017b;SFREC;P;incr.P;2;2015;2";2;-0.349380378386437;0.25;"2";8;23;0.304089644310138;1034;0.690869546979475;0.834311207957659;1347.33658;-0.476339447694821
"Hallett_2017b.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - G";2;"incr.P";"2";"2015_3.1_Hallet_2017b;SFREC;P;incr.P;2;2015;2";2;-0.349380378386437;0.25;"2";8;23;0.304089644310138;1034;0.690869546979475;0.834311207957659;1347.33658;-0.349184272209575
"Hallett_2017b.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - F";1;"incr.P";"2";"2015_3.1_Hallet_2017b;SFREC;P;incr.P;2;2015;2";2;-0.349380378386437;0.25;"2";8;23;0.304089644310138;1034;0.690869546979475;0.834311207957659;1347.33658;0.263584520872721
"Hallett_2017b.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - B";1;"incr.P";"2";"2015_3.1_Hallet_2017b;SFREC;P;incr.P;2;2015;2";2;-0.349380378386437;0.25;"2";8;23;0.304089644310138;1034;0.690869546979475;0.834311207957659;1347.33658;-0.043017385083691
"Hallett_2017b.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - B";2;"incr.P";"2";"2015_3.1_Hallet_2017b;SFREC;P;incr.P;2;2015;2";2;-0.349380378386437;0.25;"2";8;23;0.304089644310138;1034;0.690869546979475;0.834311207957659;1347.33658;0.100083458556982
"Hallett_2017b.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - C";1;"incr.P";"2";"2015_3.1_Hallet_2017b;SFREC;P;incr.P;2;2015;2";2;-0.349380378386437;0.25;"2";8;23;0.304089644310138;1034;0.690869546979475;0.834311207957659;1347.33658;0.29423947299794
"Hallett_2017b.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - A";1;"incr.P";"2";"2015_3_Hallet_2017b;SFREC;P;incr.P;2;2015;2";2;-0.349380378386437;0.25;"2";8;23;0.304089644310138;1034;0.690869546979475;0.834311207957659;1347.33658;0.198450938723838
"Hallett_2017b.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - A";2;"incr.P";"2";"2015_3_Hallet_2017b;SFREC;P;incr.P;2;2015;2";2;-0.349380378386437;0.25;"2";8;23;0.304089644310138;1034;0.690869546979475;0.834311207957659;1347.33658;0.338212881098997
"Hallett_2017b.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - D";1;"incr.P";"2";"2015_3_Hallet_2017b;SFREC;P;incr.P;2;2015;2";2;-0.349380378386437;0.25;"2";8;23;0.304089644310138;1034;0.690869546979475;0.834311207957659;1347.33658;0.0368139731227171
"Hallett_2017b.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - D";2;"incr.P";"2";"2015_3_Hallet_2017b;SFREC;P;incr.P;2;2015;2";2;-0.349380378386437;0.25;"2";8;23;0.304089644310138;1034;0.690869546979475;0.834311207957659;1347.33658;0.0953101798043257
"Hallett_2017b.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - E";1;"incr.P";"2";"2015_3_Hallet_2017b;SFREC;P;incr.P;2;2015;2";2;-0.349380378386437;0.25;"2";8;23;0.304089644310138;1034;0.690869546979475;0.834311207957659;1347.33658;0.0482021018178775
"Hallett_2017b.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - E";2;"incr.P";"2";"2015_3_Hallet_2017b;SFREC;P;incr.P;2;2015;2";2;-0.349380378386437;0.25;"2";8;23;0.304089644310138;1034;0.690869546979475;0.834311207957659;1347.33658;0.230523658611832
"Hallett_2017b.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - H";1;"incr.P";"2";"2015_3_Hallet_2017b;SFREC;P;incr.P;2;2015;2";2;-0.349380378386437;0.25;"2";8;23;0.304089644310138;1034;0.690869546979475;0.834311207957659;1347.33658;-0.279960026357871
"Hallett_2017b.csv";39.25;-121.28333;"Hallett_2017";"SFREC";"SFREC - H";2;"incr.P";"2";"2015_3_Hallet_2017b;SFREC;P;incr.P;2;2015;2";2;-0.349380378386437;0.25;"2";8;23;0.304089644310138;1034;0.690869546979475;0.834311207957659;1347.33658;0.0115608224010764
"Harpole_2007.csv";33.624;-117.755;"Harpole_2007";"Irvine.Ranch.Land.Reserve";"Irvine.Ranch.Land.Reserve - A";1;"incr.P";"1";"2006_Harpole_2007;Irvine.Ranch.Land.Reserve;P;incr.P;1;2006;2";0.2;-0.462037872893025;0.1125;"0.5625";5;31;0.419369529960498;285;-0.277810158933268;0.750479237201263;1283.840767;0.271498440154651
"Harpole_2007.csv";33.624;-117.755;"Harpole_2007";"Irvine.Ranch.Land.Reserve";"Irvine.Ranch.Land.Reserve - B";2;"incr.P";"1";"2006_Harpole_2007;Irvine.Ranch.Land.Reserve;P;incr.P;1;2006;2";0.2;-0.462037872893025;0.1125;"0.5625";5;31;0.419369529960498;285;-0.277810158933268;0.750479237201263;1283.840767;-0.433474455071453
"Harpole_2007.csv";33.624;-117.755;"Harpole_2007";"Irvine.Ranch.Land.Reserve";"Irvine.Ranch.Land.Reserve - C";3;"incr.P";"1";"2006_Harpole_2007;Irvine.Ranch.Land.Reserve;P;incr.P;1;2006;2";0.2;-0.462037872893025;0.1125;"0.5625";5;31;0.419369529960498;285;-0.277810158933268;0.750479237201263;1283.840767;1.18386222940253
"Harpole_2007.csv";33.624;-117.755;"Harpole_2007";"Irvine.Ranch.Land.Reserve";"Irvine.Ranch.Land.Reserve - D";4;"incr.P";"1";"2006_Harpole_2007;Irvine.Ranch.Land.Reserve;P;incr.P;1;2006;2";0.2;-0.462037872893025;0.1125;"0.5625";5;31;0.419369529960498;285;-0.277810158933268;0.750479237201263;1283.840767;0.186897145805118
"Harpole_2007.csv";33.624;-117.755;"Harpole_2007";"Irvine.Ranch.Land.Reserve";"Irvine.Ranch.Land.Reserve - E";5;"incr.P";"1";"2006_Harpole_2007;Irvine.Ranch.Land.Reserve;P;incr.P;1;2006;2";0.2;-0.462037872893025;0.1125;"0.5625";5;31;0.419369529960498;285;-0.277810158933268;0.750479237201263;1283.840767;0.0799493773582798
"Holub_2013a.csv";48.81666667;16;"Holub_2013";"lowland";"lowland - A";1;"decr.P";"1";"2008_Holub_2013a;lowland;P;decr.P;1;2008;2";2;-0.349380378386437;0.5;"2";4;-50;-0.747839312249394;495;-0.00621771802315324;0.0886653268099753;782.5712404;0.145182009844498
"Holub_2013a.csv";48.81666667;16;"Holub_2013";"lowland";"lowland - A";2;"decr.P";"1";"2008_Holub_2013a;lowland;P;decr.P;1;2008;2";2;-0.349380378386437;0.5;"2";4;-50;-0.747839312249394;495;-0.00621771802315324;0.0886653268099753;782.5712404;0.497402603433851
"Holub_2013a.csv";48.81666667;16;"Holub_2013";"lowland";"lowland - A";3;"decr.P";"1";"2008_Holub_2013a;lowland;P;decr.P;1;2008;2";2;-0.349380378386437;0.5;"2";4;-50;-0.747839312249394;495;-0.00621771802315324;0.0886653268099753;782.5712404;0.77908961036067
"Holub_2013a.csv";48.81666667;16;"Holub_2013";"lowland";"lowland - A";4;"decr.P";"1";"2008_Holub_2013a;lowland;P;decr.P;1;2008;2";2;-0.349380378386437;0.5;"2";4;-50;-0.747839312249394;495;-0.00621771802315324;0.0886653268099753;782.5712404;0.302280871872934
"Holub_2013b.csv";48.81666667;16;"Holub_2013";"lowland";"lowland - A";1;"incr.P";"2";"2008_Holub_2013b;lowland;P;incr.P;2;2008;2";2;-0.349380378386437;0.5;"2";4;50;0.693159258380102;495;-0.00621771802315324;0.0886653268099753;782.5712404;0.523248143764548
"Holub_2013b.csv";48.81666667;16;"Holub_2013";"lowland";"lowland - A";2;"incr.P";"2";"2008_Holub_2013b;lowland;P;incr.P;2;2008;2";2;-0.349380378386437;0.5;"2";4;50;0.693159258380102;495;-0.00621771802315324;0.0886653268099753;782.5712404;-0.251314428280906
"Holub_2013b.csv";48.81666667;16;"Holub_2013";"lowland";"lowland - A";3;"incr.P";"2";"2008_Holub_2013b;lowland;P;incr.P;2;2008;2";2;-0.349380378386437;0.5;"2";4;50;0.693159258380102;495;-0.00621771802315324;0.0886653268099753;782.5712404;0.396881364416773
"Holub_2013b.csv";48.81666667;16;"Holub_2013";"lowland";"lowland - A";4;"incr.P";"2";"2008_Holub_2013b;lowland;P;incr.P;2;2008;2";2;-0.349380378386437;0.5;"2";4;50;0.693159258380102;495;-0.00621771802315324;0.0886653268099753;782.5712404;-0.0400053346136993
"Holub_2013c.csv";49.5;18.53333333;"Holub_2013";"mountain";"mountain - A";1;"decr.P";"1";"2008_Holub_2013c;mountain;P;decr.P;1;2008;2";2;-0.349380378386437;0.5;"2";4;-50;-0.747839312249394;1198;0.902970310356898;-0.0668854560172502;664.7543344;0.23572233352107
"Holub_2013c.csv";49.5;18.53333333;"Holub_2013";"mountain";"mountain - A";2;"decr.P";"1";"2008_Holub_2013c;mountain;P;decr.P;1;2008;2";2;-0.349380378386437;0.5;"2";4;-50;-0.747839312249394;1198;0.902970310356898;-0.0668854560172502;664.7543344;-0.213574100298059
"Holub_2013c.csv";49.5;18.53333333;"Holub_2013";"mountain";"mountain - A";3;"decr.P";"1";"2008_Holub_2013c;mountain;P;decr.P;1;2008;2";2;-0.349380378386437;0.5;"2";4;-50;-0.747839312249394;1198;0.902970310356898;-0.0668854560172502;664.7543344;-0.51082562376599
"Holub_2013c.csv";49.5;18.53333333;"Holub_2013";"mountain";"mountain - A";4;"decr.P";"1";"2008_Holub_2013c;mountain;P;decr.P;1;2008;2";2;-0.349380378386437;0.5;"2";4;-50;-0.747839312249394;1198;0.902970310356898;-0.0668854560172502;664.7543344;-0.344096161731872
"Holub_2013d.csv";49.5;18.53333333;"Holub_2013";"mountain";"mountain - A";1;"incr.P";"2";"2008_Holub_2013d;mountain;P;incr.P;2;2008;2";2;-0.349380378386437;0.5;"2";4;50;0.693159258380102;1198;0.902970310356898;-0.0668854560172502;664.7543344;-0.106767975425706
"Holub_2013d.csv";49.5;18.53333333;"Holub_2013";"mountain";"mountain - A";2;"incr.P";"2";"2008_Holub_2013d;mountain;P;incr.P;2;2008;2";2;-0.349380378386437;0.5;"2";4;50;0.693159258380102;1198;0.902970310356898;-0.0668854560172502;664.7543344;0.0741079721537217
"Holub_2013d.csv";49.5;18.53333333;"Holub_2013";"mountain";"mountain - A";3;"incr.P";"2";"2008_Holub_2013d;mountain;P;incr.P;2;2008;2";2;-0.349380378386437;0.5;"2";4;50;0.693159258380102;1198;0.902970310356898;-0.0668854560172502;664.7543344;-0.45953232937844
"Holub_2013d.csv";49.5;18.53333333;"Holub_2013";"mountain";"mountain - A";4;"incr.P";"2";"2008_Holub_2013d;mountain;P;incr.P;2;2008;2";2;-0.349380378386437;0.5;"2";4;50;0.693159258380102;1198;0.902970310356898;-0.0668854560172502;664.7543344;-0.457424847038876
"Kahmen_2005.csv";50.43861404;11.48197807;"Kahmen_2005";"SG";"SG - A";1;"decr.P";"1";"2003_Kahmen_2005;SG;P;decr.P;1;2003;2";1;-0.411967875334541;2;"38";19;-25;-0.38758966959202;913;0.534380569121742;-0.0596089870683798;670.2656603;0.0141178815457845
"Kahmen_2005.csv";50.43861404;11.48197807;"Kahmen_2005";"SG";"SG - B";2;"decr.P";"1";"2003_Kahmen_2005;SG;P;decr.P;1;2003;2";1;-0.411967875334541;2;"38";19;-25;-0.38758966959202;913;0.534380569121742;-0.0596089870683798;670.2656603;-0.371989178911775
"Kahmen_2005.csv";50.43861404;11.48197807;"Kahmen_2005";"SG";"SG - C";3;"decr.P";"1";"2003_Kahmen_2005;SG;P;decr.P;1;2003;2";1;-0.411967875334541;2;"38";19;-25;-0.38758966959202;913;0.534380569121742;-0.0596089870683798;670.2656603;0.438102037421187
"Kahmen_2005.csv";50.43861404;11.48197807;"Kahmen_2005";"SG";"SG - D";4;"decr.P";"1";"2003_Kahmen_2005;SG;P;decr.P;1;2003;2";1;-0.411967875334541;2;"38";19;-25;-0.38758966959202;913;0.534380569121742;-0.0596089870683798;670.2656603;0.0994449297057107
"Kahmen_2005.csv";50.43861404;11.48197807;"Kahmen_2005";"SG";"SG - E";5;"decr.P";"1";"2003_Kahmen_2005;SG;P;decr.P;1;2003;2";1;-0.411967875334541;2;"38";19;-25;-0.38758966959202;913;0.534380569121742;-0.0596089870683798;670.2656603;-0.158559210112024
"Kahmen_2005.csv";50.43861404;11.48197807;"Kahmen_2005";"SG";"SG - F";6;"decr.P";"1";"2003_Kahmen_2005;SG;P;decr.P;1;2003;2";1;-0.411967875334541;2;"38";19;-25;-0.38758966959202;913;0.534380569121742;-0.0596089870683798;670.2656603;0.0768427049428659
"Kahmen_2005.csv";50.43861404;11.48197807;"Kahmen_2005";"SG";"SG - G";7;"decr.P";"1";"2003_Kahmen_2005;SG;P;decr.P;1;2003;2";1;-0.411967875334541;2;"38";19;-25;-0.38758966959202;913;0.534380569121742;-0.0596089870683798;670.2656603;0.0969617078427971
"Kahmen_2005.csv";50.43861404;11.48197807;"Kahmen_2005";"SG";"SG - H";8;"decr.P";"1";"2003_Kahmen_2005;SG;P;decr.P;1;2003;2";1;-0.411967875334541;2;"38";19;-25;-0.38758966959202;913;0.534380569121742;-0.0596089870683798;670.2656603;-0.124591877585713
"Kahmen_2005.csv";50.43861404;11.48197807;"Kahmen_2005";"SG";"SG - I";9;"decr.P";"1";"2003_Kahmen_2005;SG;P;decr.P;1;2003;2";1;-0.411967875334541;2;"38";19;-25;-0.38758966959202;913;0.534380569121742;-0.0596089870683798;670.2656603;-0.0854612294152286
"Kahmen_2005.csv";50.43861404;11.48197807;"Kahmen_2005";"SG";"SG - J";10;"decr.P";"1";"2003_Kahmen_2005;SG;P;decr.P;1;2003;2";1;-0.411967875334541;2;"38";19;-25;-0.38758966959202;913;0.534380569121742;-0.0596089870683798;670.2656603;-0.0906543682681304
"Kahmen_2005.csv";50.43861404;11.48197807;"Kahmen_2005";"SG";"SG - K";11;"decr.P";"1";"2003_Kahmen_2005;SG;P;decr.P;1;2003;2";1;-0.411967875334541;2;"38";19;-25;-0.38758966959202;913;0.534380569121742;-0.0596089870683798;670.2656603;0.0178348676360347
"Kahmen_2005.csv";50.43861404;11.48197807;"Kahmen_2005";"SG";"SG - L";12;"decr.P";"1";"2003_Kahmen_2005;SG;P;decr.P;1;2003;2";1;-0.411967875334541;2;"38";19;-25;-0.38758966959202;913;0.534380569121742;-0.0596089870683798;670.2656603;-0.11876007530421
"Kahmen_2005.csv";50.43861404;11.48197807;"Kahmen_2005";"SG";"SG - M";13;"decr.P";"1";"2003_Kahmen_2005;SG;P;decr.P;1;2003;2";1;-0.411967875334541;2;"38";19;-25;-0.38758966959202;913;0.534380569121742;-0.0596089870683798;670.2656603;-0.00241838086428103
"Kahmen_2005.csv";50.43861404;11.48197807;"Kahmen_2005";"SG";"SG - N";14;"decr.P";"1";"2003_Kahmen_2005;SG;P;decr.P;1;2003;2";1;-0.411967875334541;2;"38";19;-25;-0.38758966959202;913;0.534380569121742;-0.0596089870683798;670.2656603;0.164383856107287
"Kahmen_2005.csv";50.43861404;11.48197807;"Kahmen_2005";"SG";"SG - O";15;"decr.P";"1";"2003_Kahmen_2005;SG;P;decr.P;1;2003;2";1;-0.411967875334541;2;"38";19;-25;-0.38758966959202;913;0.534380569121742;-0.0596089870683798;670.2656603;0.100991311547162
"Kahmen_2005.csv";50.43861404;11.48197807;"Kahmen_2005";"SG";"SG - P";16;"decr.P";"1";"2003_Kahmen_2005;SG;P;decr.P;1;2003;2";1;-0.411967875334541;2;"38";19;-25;-0.38758966959202;913;0.534380569121742;-0.0596089870683798;670.2656603;-0.0606246218164355
"Kahmen_2005.csv";50.43861404;11.48197807;"Kahmen_2005";"SG";"SG - Q";17;"decr.P";"1";"2003_Kahmen_2005;SG;P;decr.P;1;2003;2";1;-0.411967875334541;2;"38";19;-25;-0.38758966959202;913;0.534380569121742;-0.0596089870683798;670.2656603;-0.360642597549026
"Kahmen_2005.csv";50.43861404;11.48197807;"Kahmen_2005";"SG";"SG - R";18;"decr.P";"1";"2003_Kahmen_2005;SG;P;decr.P;1;2003;2";1;-0.411967875334541;2;"38";19;-25;-0.38758966959202;913;0.534380569121742;-0.0596089870683798;670.2656603;-0.242878795435942
"Kahmen_2005.csv";50.43861404;11.48197807;"Kahmen_2005";"SG";"SG - S";19;"decr.P";"1";"2003_Kahmen_2005;SG;P;decr.P;1;2003;2";1;-0.411967875334541;2;"38";19;-25;-0.38758966959202;913;0.534380569121742;-0.0596089870683798;670.2656603;0.0858159195848565
